productId,productAr,productEn,brandAr,categoryId,categoryAr,published,scope,variantId,variantAr,role,fileName,repoPath,url,requirement,purposeAr,altAr,aspect,minPx,preferredPx,maxKb,uploadState
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","main","01-main.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/01-main.webp","/assets/store/betafpv-meteor75-pro/elrs-analog/01-main.webp","إلزامية","الصورة الرئيسية: المنتج كاملاً على خلفية بيضاء أو فاتحة، بلا قصّ لأي طرف. هذه التي تظهر في بطاقة المتجر.","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","front","02-front.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/02-front.webp","/assets/store/betafpv-meteor75-pro/elrs-analog/02-front.webp","اختيارية","من الأمام مباشرة: تُظهر الكاميرا والهوائيات وترتيب المراوح.","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي، من الأمام","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","side","03-side.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/03-side.webp","/assets/store/betafpv-meteor75-pro/elrs-analog/03-side.webp","اختيارية","من الجانب: تُظهر الارتفاع وترتيب الطبقات والمنافذ.","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي، من الجانب","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","top","05-top.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/05-top.webp","/assets/store/betafpv-meteor75-pro/elrs-analog/05-top.webp","اختيارية","من الأعلى: تُظهر التخطيط العام وأماكن التثبيت.","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي، من الأعلى","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-analog","ExpressLRS + فيديو تماثلي","box","06-box.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-analog/06-box.webp","/assets/store/betafpv-meteor75-pro/elrs-analog/06-box.webp","اختيارية","محتويات الصندوق كما تصل فعلاً — لا صورة دعائية.","محتويات صندوق ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو تماثلي","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","main","01-main.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/01-main.webp","/assets/store/betafpv-meteor75-pro/elrs-hd/01-main.webp","إلزامية","الصورة الرئيسية: المنتج كاملاً على خلفية بيضاء أو فاتحة، بلا قصّ لأي طرف. هذه التي تظهر في بطاقة المتجر.","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","front","02-front.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/02-front.webp","/assets/store/betafpv-meteor75-pro/elrs-hd/02-front.webp","اختيارية","من الأمام مباشرة: تُظهر الكاميرا والهوائيات وترتيب المراوح.","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي، من الأمام","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","side","03-side.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/03-side.webp","/assets/store/betafpv-meteor75-pro/elrs-hd/03-side.webp","اختيارية","من الجانب: تُظهر الارتفاع وترتيب الطبقات والمنافذ.","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي، من الجانب","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","top","05-top.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/05-top.webp","/assets/store/betafpv-meteor75-pro/elrs-hd/05-top.webp","اختيارية","من الأعلى: تُظهر التخطيط العام وأماكن التثبيت.","ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي، من الأعلى","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-meteor75-pro","ووب تناظري للطيران الحرّ داخل البيت","BetaFPV Meteor75 Pro","BetaFPV","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","betafpv-meteor75-pro:elrs-hd","ExpressLRS + فيديو رقمي","box","06-box.webp","web/public/assets/store/betafpv-meteor75-pro/elrs-hd/06-box.webp","/assets/store/betafpv-meteor75-pro/elrs-hd/06-box.webp","اختيارية","محتويات الصندوق كما تصل فعلاً — لا صورة دعائية.","محتويات صندوق ووب تناظري للطيران الحرّ داخل البيت — ExpressLRS + فيديو رقمي","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","main","01-main.webp","web/public/assets/store/happymodel-mobula7/elrs-bnf/01-main.webp","/assets/store/happymodel-mobula7/elrs-bnf/01-main.webp","إلزامية","الصورة الرئيسية: المنتج كاملاً على خلفية بيضاء أو فاتحة، بلا قصّ لأي طرف. هذه التي تظهر في بطاقة المتجر.","ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","front","02-front.webp","web/public/assets/store/happymodel-mobula7/elrs-bnf/02-front.webp","/assets/store/happymodel-mobula7/elrs-bnf/02-front.webp","اختيارية","من الأمام مباشرة: تُظهر الكاميرا والهوائيات وترتيب المراوح.","ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي، من الأمام","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","side","03-side.webp","web/public/assets/store/happymodel-mobula7/elrs-bnf/03-side.webp","/assets/store/happymodel-mobula7/elrs-bnf/03-side.webp","اختيارية","من الجانب: تُظهر الارتفاع وترتيب الطبقات والمنافذ.","ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي، من الجانب","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","top","05-top.webp","web/public/assets/store/happymodel-mobula7/elrs-bnf/05-top.webp","/assets/store/happymodel-mobula7/elrs-bnf/05-top.webp","اختيارية","من الأعلى: تُظهر التخطيط العام وأماكن التثبيت.","ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي، من الأعلى","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:elrs-bnf","ExpressLRS مع مستقبِل — تماثلي","box","06-box.webp","web/public/assets/store/happymodel-mobula7/elrs-bnf/06-box.webp","/assets/store/happymodel-mobula7/elrs-bnf/06-box.webp","اختيارية","محتويات الصندوق كما تصل فعلاً — لا صورة دعائية.","محتويات صندوق ووب اقتصادي واسع الانتشار — ExpressLRS مع مستقبِل — تماثلي","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","main","01-main.webp","web/public/assets/store/happymodel-mobula7/pnp/01-main.webp","/assets/store/happymodel-mobula7/pnp/01-main.webp","إلزامية","الصورة الرئيسية: المنتج كاملاً على خلفية بيضاء أو فاتحة، بلا قصّ لأي طرف. هذه التي تظهر في بطاقة المتجر.","ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","front","02-front.webp","web/public/assets/store/happymodel-mobula7/pnp/02-front.webp","/assets/store/happymodel-mobula7/pnp/02-front.webp","اختيارية","من الأمام مباشرة: تُظهر الكاميرا والهوائيات وترتيب المراوح.","ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك، من الأمام","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","side","03-side.webp","web/public/assets/store/happymodel-mobula7/pnp/03-side.webp","/assets/store/happymodel-mobula7/pnp/03-side.webp","اختيارية","من الجانب: تُظهر الارتفاع وترتيب الطبقات والمنافذ.","ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك، من الجانب","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","top","05-top.webp","web/public/assets/store/happymodel-mobula7/pnp/05-top.webp","/assets/store/happymodel-mobula7/pnp/05-top.webp","اختيارية","من الأعلى: تُظهر التخطيط العام وأماكن التثبيت.","ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك، من الأعلى","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"happymodel-mobula7","ووب اقتصادي واسع الانتشار","HappyModel Mobula7","HappyModel","tiny-whoop","تايني ووب","مسودة","صورة لكل خيار","happymodel-mobula7:pnp","بلا مستقبِل — تركّب مستقبِلك","box","06-box.webp","web/public/assets/store/happymodel-mobula7/pnp/06-box.webp","/assets/store/happymodel-mobula7/pnp/06-box.webp","اختيارية","محتويات الصندوق كما تصل فعلاً — لا صورة دعائية.","محتويات صندوق ووب اقتصادي واسع الانتشار — بلا مستقبِل — تركّب مستقبِلك","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-pavo-pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","BetaFPV Pavo Pico","BetaFPV","size-2","مقاس 2 إنش","مسودة","صورة واحدة لكل الخيارات","betafpv-pavo-pico:standard","الخيار الوحيد","main","01-main.webp","web/public/assets/store/betafpv-pavo-pico/_shared/01-main.webp","/assets/store/betafpv-pavo-pico/_shared/01-main.webp","إلزامية","الصورة الرئيسية: المنتج كاملاً على خلفية بيضاء أو فاتحة، بلا قصّ لأي طرف. هذه التي تظهر في بطاقة المتجر.","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-pavo-pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","BetaFPV Pavo Pico","BetaFPV","size-2","مقاس 2 إنش","مسودة","صورة واحدة لكل الخيارات","betafpv-pavo-pico:standard","الخيار الوحيد","front","02-front.webp","web/public/assets/store/betafpv-pavo-pico/_shared/02-front.webp","/assets/store/betafpv-pavo-pico/_shared/02-front.webp","اختيارية","من الأمام مباشرة: تُظهر الكاميرا والهوائيات وترتيب المراوح.","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد، من الأمام","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-pavo-pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","BetaFPV Pavo Pico","BetaFPV","size-2","مقاس 2 إنش","مسودة","صورة واحدة لكل الخيارات","betafpv-pavo-pico:standard","الخيار الوحيد","side","03-side.webp","web/public/assets/store/betafpv-pavo-pico/_shared/03-side.webp","/assets/store/betafpv-pavo-pico/_shared/03-side.webp","اختيارية","من الجانب: تُظهر الارتفاع وترتيب الطبقات والمنافذ.","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد، من الجانب","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-pavo-pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","BetaFPV Pavo Pico","BetaFPV","size-2","مقاس 2 إنش","مسودة","صورة واحدة لكل الخيارات","betafpv-pavo-pico:standard","الخيار الوحيد","top","05-top.webp","web/public/assets/store/betafpv-pavo-pico/_shared/05-top.webp","/assets/store/betafpv-pavo-pico/_shared/05-top.webp","اختيارية","من الأعلى: تُظهر التخطيط العام وأماكن التثبيت.","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد، من الأعلى","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"betafpv-pavo-pico","سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه","BetaFPV Pavo Pico","BetaFPV","size-2","مقاس 2 إنش","مسودة","صورة واحدة لكل الخيارات","betafpv-pavo-pico:standard","الخيار الوحيد","box","06-box.webp","web/public/assets/store/betafpv-pavo-pico/_shared/06-box.webp","/assets/store/betafpv-pavo-pico/_shared/06-box.webp","اختيارية","محتويات الصندوق كما تصل فعلاً — لا صورة دعائية.","محتويات صندوق سينيووب صغير مبني حول وحدة فيديو رقمية تشتريها معه — الخيار الوحيد","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"geprc-cinelog25","سينيووب 2.5 إنش للتصوير الناعم","GEPRC Cinelog25","GEPRC","size-2-5","مقاس 2.5 إنش","مسودة","صورة لكل خيار","geprc-cinelog25:analog","تماثلي","main","01-main.webp","web/public/assets/store/geprc-cinelog25/analog/01-main.webp","/assets/store/geprc-cinelog25/analog/01-main.webp","إلزامية","الصورة الرئيسية: المنتج كاملاً على خلفية بيضاء أو فاتحة، بلا قصّ لأي طرف. هذه التي تظهر في بطاقة المتجر.","سينيووب 2.5 إنش للتصوير الناعم — تماثلي","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"geprc-cinelog25","سينيووب 2.5 إنش للتصوير الناعم","GEPRC Cinelog25","GEPRC","size-2-5","مقاس 2.5 إنش","مسودة","صورة لكل خيار","geprc-cinelog25:analog","تماثلي","front","02-front.webp","web/public/assets/store/geprc-cinelog25/analog/02-front.webp","/assets/store/geprc-cinelog25/analog/02-front.webp","اختيارية","من الأمام مباشرة: تُظهر الكاميرا والهوائيات وترتيب المراوح.","سينيووب 2.5 إنش للتصوير الناعم — تماثلي، من الأمام","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"geprc-cinelog25","سينيووب 2.5 إنش للتصوير الناعم","GEPRC Cinelog25","GEPRC","size-2-5","مقاس 2.5 إنش","مسودة","صورة لكل خيار","geprc-cinelog25:analog","تماثلي","side","03-side.webp","web/public/assets/store/geprc-cinelog25/analog/03-side.webp","/assets/store/geprc-cinelog25/analog/03-side.webp","اختيارية","من الجانب: تُظهر الارتفاع وترتيب الطبقات والمنافذ.","سينيووب 2.5 إنش للتصوير الناعم — تماثلي، من الجانب","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"geprc-cinelog25","سينيووب 2.5 إنش للتصوير الناعم","GEPRC Cinelog25","GEPRC","size-2-5","مقاس 2.5 إنش","مسودة","صورة لكل خيار","geprc-cinelog25:analog","تماثلي","top","05-top.webp","web/public/assets/store/geprc-cinelog25/analog/05-top.webp","/assets/store/geprc-cinelog25/analog/05-top.webp","اختيارية","من الأعلى: تُظهر التخطيط العام وأماكن التثبيت.","سينيووب 2.5 إنش للتصوير الناعم — تماثلي، من الأعلى","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"geprc-cinelog25","سينيووب 2.5 إنش للتصوير الناعم","GEPRC Cinelog25","GEPRC","size-2-5","مقاس 2.5 إنش","مسودة","صورة لكل خيار","geprc-cinelog25:analog","تماثلي","box","06-box.webp","web/public/assets/store/geprc-cinelog25/analog/06-box.webp","/assets/store/geprc-cinelog25/analog/06-box.webp","اختيارية","محتويات الصندوق كما تصل فعلاً — لا صورة دعائية.","محتويات صندوق سينيووب 2.5 إنش للتصوير الناعم — تماثلي","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"geprc-cinelog25","سينيووب 2.5 إنش للتصوير الناعم","GEPRC Cinelog25","GEPRC","size-2-5","مقاس 2.5 إنش","مسودة","صورة لكل خيار","geprc-cinelog25:hd-o3","رقمي بوحدة DJI O3","main","01-main.webp","web/public/assets/store/geprc-cinelog25/hd-o3/01-main.webp","/assets/store/geprc-cinelog25/hd-o3/01-main.webp","إلزامية","الصورة الرئيسية: المنتج كاملاً على خلفية بيضاء أو فاتحة، بلا قصّ لأي طرف. هذه التي تظهر في بطاقة المتجر.","سينيووب 2.5 إنش للتصوير الناعم — رقمي بوحدة DJI O3","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"geprc-cinelog25","سينيووب 2.5 إنش للتصوير الناعم","GEPRC Cinelog25","GEPRC","size-2-5","مقاس 2.5 إنش","مسودة","صورة لكل خيار","geprc-cinelog25:hd-o3","رقمي بوحدة DJI O3","front","02-front.webp","web/public/assets/store/geprc-cinelog25/hd-o3/02-front.webp","/assets/store/geprc-cinelog25/hd-o3/02-front.webp","اختيارية","من الأمام مباشرة: تُظهر الكاميرا والهوائيات وترتيب المراوح.","سينيووب 2.5 إنش للتصوير الناعم — رقمي بوحدة DJI O3، من الأمام","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
"geprc-cinelog25","سينيووب 2.5 إنش للتصوير الناعم","GEPRC Cinelog25","GEPRC","size-2-5","مقاس 2.5 إنش","مسودة","صورة لكل خيار","geprc-cinelog25:hd-o3","رقمي بوحدة DJI O3","side","03-side.webp","web/public/assets/store/geprc-cinelog25/hd-o3/03-side.webp","/assets/store/geprc-cinelog25/hd-o3/03-side.webp","اختيارية","من الجانب: تُظهر الارتفاع وترتيب الطبقات والمنافذ.","سينيووب 2.5 إنش للتصوير الناعم — رقمي بوحدة DJI O3، من الجانب","1:1","1000×1000","1600×1600","400KB","expected but not uploaded"
